run,S_D,scour_m,su0,k_su,Hmax_kN,H_ratio,V_ratio,f1_Hz,f1_f0,fixity_proxy
70,0.125,1.0,11.195916960824013,12.343178384300696,15687.400390625,0.9472920390637788,0.9779143806878672,0.25712320975314534,0.9795396612652807,0.30951468638221924
71,0.125,1.0,17.568910830466542,18.156200515178007,22833.52734375,0.9599401903660836,0.9951216431197089,0.26047351636821864,0.9923030294964661,0.2891121453649944
72,0.125,1.0,9.9440242313538,14.754252642075173,17852.9921875,0.9512724227082804,0.9898363443129938,0.25845749270620416,0.984622761593431,0.30167342141401166
73,0.125,1.0,15.141230393357745,23.31137043885254,27742.25390625,0.95880729626035,0.9860493892141232,0.26186582900719796,0.9976072004115326,0.2802246291017662
74,0.125,1.0,15.425657020058686,18.92371234803244,22051.59765625,0.9558557457968244,0.9893120434752698,0.2602317889690862,0.9913821418998464,0.2906831668989403
75,0.125,1.0,7.524581589843666,8.683047592167492,10869.841796875,0.942561405015204,0.9796955235520128,0.2526048532336148,0.9623264761200506,0.3346548484954695
76,0.125,1.0,27.766497635302247,14.275003916327302,20816.3125,0.9393825801301444,0.9797650542377596,0.25960560189953596,0.9889966121354007,0.29431433175918653
77,0.125,1.0,14.026555764701316,18.79049643167829,21938.1015625,0.9559898415246872,0.9900720986195378,0.2602036690329055,0.9912750158539803,0.29088175875419964
78,0.125,1.0,12.921281486619712,15.123318087887592,17274.912109375,0.944749780175364,0.9813683544086048,0.25810595600888725,0.9832835431784823,0.3037200612061194
79,0.125,1.0,15.216974442618914,20.53745716077305,24820.501953125,0.9617242279096476,0.9902313260735088,0.26111470101715417,0.9947456942190704,0.2850827682873816
80,0.125,1.0,13.685229538664917,26.399534957215945,31040.646484375,0.9681477844941854,0.9891592181497936,0.2625552157709347,1.0002334964883426,0.27569204278911646
81,0.125,1.0,11.80184319032367,15.51166286180584,18682.2890625,0.9444444992978868,0.984044990943172,0.2588551669481339,0.9861377461512534,0.2992290124676408
82,0.125,1.0,16.089440171440035,14.461095282769776,18609.39453125,0.9508792729892886,0.9870629447393288,0.2587525899069614,0.9857469674259096,0.29973836528450193
83,0.125,1.0,18.401962243612104,27.35828323820084,32409.533203125,0.9602840212935532,0.9888147573117976,0.26277444781852877,1.001068685524155,0.2741802103407258
84,0.125,1.0,20.983901055944216,39.75326869416223,44387.1796875,0.9705157755645576,0.9907181602112946,0.2642786357090692,1.0067990577382928,0.2638810151861858
85,0.125,1.0,10.1115341033902,12.37948459506613,15313.7646484375,0.9535472341782456,0.984850813716083,0.2568883125848162,0.9786447941977833,0.3109194636169206
86,0.125,1.0,17.82684152210931,20.95845425989856,25269.861328125,0.9584633998144731,0.986863927655212,0.2612219949983849,0.9951544426557886,0.2843599227009574
87,0.125,1.0,15.87166910504379,16.88809866453134,21156.0,0.9514408939785254,0.988355831407368,0.25988206931450436,0.9900498457126768,0.2928380613471573
88,0.125,1.0,9.09614555630574,10.46746863715116,13392.947265625,0.9494437558001598,0.9868195409595922,0.25535212618532654,0.9727925200804795,0.31968128113385524
89,0.125,1.0,13.894674929322388,13.678810069800187,17402.265625,0.9467575586338832,0.9820823160385864,0.2581438103776445,0.9834277536353504,0.30343831069578486
90,0.125,1.0,15.696024553577208,12.822717737927936,17488.64453125,0.9473023496926674,0.9854369300054944,0.25815209004090445,0.9834592959397298,0.303323884951304
91,0.125,1.0,12.249528211063428,23.43961980595894,26778.072265625,0.9668773475756862,0.9907594500832746,0.261659809740551,0.9968223469443592,0.28161235771142157
92,0.125,1.0,19.312949688618875,40.62755804481505,45103.98046875,0.9621771169282514,0.991518301701679,0.26434847999380306,1.0070651373624357,0.26340158232880584
93,0.125,1.0,16.30556036858712,31.93421581709485,35273.3671875,0.9606462960309272,0.9974144182173268,0.2632386470026031,1.0028371042988131,0.27107863431326257
94,0.125,1.0,15.685505173610794,19.78618328678341,24074.36328125,0.961690974327702,0.9903966461372712,0.26089063384102856,0.9938920852196594,0.28650632007155336
95,0.125,1.0,15.832652875253864,25.762184099205328,29662.83203125,0.9671958124823236,0.990767669682798,0.2622790557521595,0.9991814339712878,0.2775058484698972
96,0.125,1.0,22.228638002882487,20.68435417029693,25200.6484375,0.9573488269321032,0.9833225250655832,0.26117100133179266,0.9949601765724257,0.2846304708118334
97,0.125,1.0,16.971879058002035,24.44935496876329,29008.724609375,0.9654788460693402,0.9848263331120184,0.2621345989170436,0.9986311094810455,0.2784412165209384
98,0.125,1.0,16.108623892405912,12.369400148816885,16185.029296875,0.9468239706887652,0.9855620309834228,0.25736672749479395,0.9804673693722056,0.3079555105782775
99,0.125,1.0,14.875346387054025,22.23815115780584,26152.388671875,0.9584616051963848,0.9863182817379876,0.26148157785848125,0.996143352630478,0.2827299248152756
100,0.125,1.0,18.86578194977789,24.48344066743978,28523.14453125,0.9613223729345082,0.9889557853614176,0.26202111962967933,0.9981987974279556,0.2791699662328701
101,0.125,1.0,24.00722844588809,42.98935680409672,46763.16015625,0.97111061339835,0.9909620792456368,0.26448293183776106,1.007577346718462,0.262436053124298
102,0.125,1.0,13.812974613514225,25.37385729152682,30413.59375,0.962909064105614,0.9882327237398806,0.26243495327549315,0.9997753430444709,0.27648809032133137
103,0.125,1.0,12.108535441175633,16.882563925706556,19622.337890625,0.9591779470654416,0.9878544863140308,0.2592956902488256,0.9878159689968429,0.2965455598474778
104,0.125,1.0,14.135389122757184,13.93720098479418,17483.935546875,0.950695351511768,0.9855536774207004,0.25818905861649993,0.9836001318683534,0.303167825721534
105,0.125,1.0,15.940440830741338,19.61306029148915,22858.091796875,0.9555293055098452,0.9860420936915436,0.2605066501673022,0.9924292564145334,0.2889469341757457
106,0.125,1.0,10.507956885184928,12.419157103765526,15378.560546875,0.9511862219620112,0.9861542215259432,0.25692654584970936,0.9787904481019115,0.31068545017671095
107,0.125,1.0,22.52925738905629,27.80196442115656,33153.7421875,0.9618603932185072,0.99029736410481,0.26288050244551914,1.0014727125021068,0.2734329732941458
108,0.125,1.0,13.601275733122552,19.78473762884359,23378.712890625,0.9613827738218688,0.9853810222252294,0.2606952260326401,0.9931476572910365,0.28778659006175616
109,0.125,1.0,17.630732025370495,15.257606109724431,19859.986328125,0.948841847639054,0.9888122009425988,0.25931944992287503,0.9879064841358399,0.2962619694994724
110,0.125,1.0,15.521045086188565,14.974911273212944,18377.6875,0.9478398646785758,0.9863138072619784,0.2586521203354017,0.9853642173420585,0.30037086264526996
111,0.125,1.0,19.93257012483924,24.35542952944753,30264.84375,0.9619106213230224,0.987999151747608,0.2623696448702357,0.9995265433611397,0.2768508638014762
112,0.125,1.0,13.342706988232525,38.44702917092705,43044.91796875,0.966788345406893,0.9963830993806432,0.2641709736640295,1.006388907121277,0.2646778360705913
113,0.125,1.0,26.118756970117133,33.23074729537084,39329.671875,0.9599346949733932,0.9880220929395273,0.26373051670140646,1.004710936997989,0.2676414026150926
114,0.125,1.0,15.06732872078145,15.176317795794915,19390.98046875,0.9559100355715642,0.9876344346949104,0.25914063462321957,0.9872252672273324,0.2974077456912475
115,0.125,1.0,14.18551199047422,19.976853483608807,22968.234375,0.9604931949244636,0.98927663408721,0.260560095183404,0.9926328611883652,0.28863932137183623
116,0.125,1.0,14.588853801326108,13.693856759922072,17459.240234375,0.9505374727345208,0.9889666689179616,0.2581655643148727,0.9835106276953163,0.30329203522653664
117,0.125,1.0,13.371232632753154,24.95964992452356,29540.01953125,0.9623039625291332,0.9889080628307726,0.2622658604913499,0.9991311651475744,0.2776157942552131
118,0.125,1.0,15.442866638100211,15.119840915798015,19784.896484375,0.953928509041016,0.9806631742967644,0.2593097864427967,0.9878696700263253,0.29636025477978234
119,0.125,1.0,10.730264623887884,14.193116890239258,17398.923828125,0.95530461815961,0.9884666458542588,0.25819584442023275,0.9836259831475757,0.3032173418457534
120,0.125,1.0,17.258056793097463,14.025697955376565,18350.958984375,0.9499046323426676,0.9841268694256184,0.25860393765188233,0.9851806600134971,0.30060450509665604
121,0.125,1.0,14.277176901607174,28.79376848082412,31856.35546875,0.961589036185634,0.991633947015355,0.2627033594796388,1.0007978665363904,0.27470507822116896
122,0.125,1.0,14.342936948067091,18.68413584501636,22629.84375,0.9612935657809598,0.987223402955253,0.26043851364855036,0.9921696827161418,0.28939239788517374
123,0.125,1.0,13.983690450665812,21.209026109320337,24992.9375,0.961098461417366,0.990471657901278,0.26117590061617363,0.994978840944917,0.28471271304768
124,0.125,1.0,18.48931925163521,35.314105385950946,38216.60546875,0.9660031539047664,0.992309281775174,0.26362577929051995,1.0043119281022923,0.2684223383253081
125,0.125,1.0,12.75158482628083,16.541969735826637,19822.71875,0.9545957103524286,0.9916655308064848,0.25937219771625797,0.9881074327616463,0.29605545941109324
126,0.125,1.0,13.026493999207467,16.20793297515892,20798.166015625,0.9531660908759884,0.9861757085212628,0.2597673685616386,0.9896128803499745,0.2935952492044615
127,0.125,1.0,19.575282717722487,24.3288905333914,29525.580078125,0.9601271904725914,0.9870916597789638,0.26222564479829324,0.9989779589613568,0.27780993507878815
128,0.125,1.0,14.512470418285105,20.73457925663076,24071.80078125,0.9605988640942644,0.9925868339142158,0.2609050131204079,0.9939468646947057,0.2864420234286012
129,0.125,1.0,13.27986742768248,12.869117993395855,16290.0419921875,0.9505310801554948,0.98490400960236,0.2574864346521889,0.9809234071935997,0.30733773923348723
130,0.125,1.0,17.986849718409232,18.5584929553384,22909.169921875,0.9575399681981815,0.986300487522237,0.26049820299339377,0.9923970759595802,0.2889553658257555
131,0.125,1.0,17.12650926429887,24.982763206303456,29203.9296875,0.9600058040485164,0.9887820926380844,0.2621762057551037,0.9987896153899396,0.2781682927480885
132,0.125,1.0,15.74254343561085,17.031759807782805,20330.599609375,0.954903107662495,0.9838620456084896,0.25955755325358343,0.9888135654379603,0.2948602332661245
133,0.125,1.0,20.85097497294725,18.684470024722817,22333.029296875,0.9483095690144696,0.9829175563171576,0.26028148329788153,0.9915714580103667,0.2902847110361311
134,0.125,1.0,15.375164428491896,24.349438856543525,27775.060546875,0.9622440737652987,0.9896072896641472,0.2618759483541926,0.9976457511971146,0.2801633369826891
135,0.125,1.0,13.427584083946686,15.178341585324194,19260.4765625,0.9527235284075708,0.9842536567957186,0.25910149281975303,0.9870761521437671,0.2976818579833197
136,0.125,1.0,18.525846891216183,26.941280412003543,30086.298828125,0.9594044862769562,0.9867156430238686,0.26235227358306634,0.9994603654973602,0.27699960835706655
137,0.125,1.0,9.763450603109684,12.742524670685643,15983.568359375,0.9529253922136804,0.9829413962572688,0.2573503019730856,0.9804047945078606,0.3082365331701869
138,0.125,1.0,15.336064403601116,17.47099581128172,22253.953125,0.9570361072482944,0.989151004831228,0.26029187155794176,0.9916110332503861,0.29028564281949537
139,0.125,1.0,16.912808169633085,24.794269844562088,27846.13671875,0.9664814380087092,0.9863733454981364,0.2618844994331133,0.997678327489848,0.2800927989835355
140,0.125,1.0,12.926473570248053,16.265667359082652,18907.888671875,0.9594892748207928,0.9896649507863644,0.25895570425195175,0.9865207542687269,0.2986038203438895
141,0.125,1.0,7.829096766143493,14.35752761338914,16751.529296875,0.9588357603697352,0.9895801569542448,0.25787653028401875,0.9824095201875629,0.30521118375509076
142,0.125,1.0,11.94353269213686,19.360754869112128,22714.0859375,0.9610434685455596,0.9858651220531776,0.2604931732369215,0.9923779145390463,0.2890944187769612
143,0.125,1.0,15.600650017278127,18.14837100429396,21642.189453125,0.9538448229037052,0.9818636483029508,0.26007733297514085,0.9907937244942964,0.29164040292157456
144,0.125,1.0,10.42635286688033,18.49751218611777,20836.55859375,0.9493723232400716,0.9909722635709776,0.2598283871718777,0.9898453375787941,0.2932970815959982
145,0.125,1.0,20.30856578910321,29.436948130601856,33783.50390625,0.963709745265763,0.9901954042610932,0.2629947154532284,1.0019078197450157,0.2726902035520545
146,0.125,1.0,12.469615269308976,14.719463808103466,18051.6484375,0.9536847433971442,0.9808695265656224,0.2585238091796575,0.984875401625442,0.3012096185661519
147,0.125,1.0,13.51404232723828,24.634480776490385,28897.517578125,0.965277291187552,0.9887249971469364,0.26213238508118325,0.9986226756254211,0.27849672413808096
148,0.125,1.0,17.944339857253627,33.813147525082464,37619.5,0.9678806004229468,0.9995724679251864,0.2635508154643766,1.0040263450118427,0.2689365494710846
149,0.125,1.0,11.83380292459481,13.532651098019562,17264.3671875,0.951803470567048,0.9824117714679848,0.25809583632367283,0.9832449911044142,0.30377348802635584
150,0.125,1.0,13.22766204335602,13.763416355305404,17498.623046875,0.948576541486708,0.9825691074667178,0.25820762750431436,0.9836708721259025,0.3030741173623709
151,0.125,1.0,18.59433638208274,22.974563640916468,28031.638671875,0.9591619345236704,0.9819145048911004,0.2619080343616059,0.9977679864354783,0.279903896191182
152,0.125,1.0,15.996372860910274,23.28407729143866,27552.2890625,0.9512539060234692,0.9871063928946968,0.2618169303325213,0.9974209154344779,0.28053492296401555
153,0.125,1.0,17.46256324267345,14.341704041270544,18157.99609375,0.9487886095899056,0.9804242313099822,0.25850833407213714,0.9848164474703771,0.3011856042104707
154,0.125,1.0,14.817172879222955,20.60684573188675,24142.095703125,0.9597804286602792,0.9877466271098004,0.26092270175155496,0.9940142515159057,0.2863228354885744
155,0.125,1.0,17.81740939725772,11.712207221892854,16101.796875,0.9394067534431594,0.9847035102835822,0.2572736951416587,0.9801129522047928,0.308438143611426
156,0.125,1.0,9.921550512062778,12.62344636334193,15940.0966796875,0.9533764471205244,0.9854246822595868,0.25731755828810143,0.9802800537731412,0.30842132620894985
157,0.125,1.0,16.724699018919974,16.962763056871633,21043.6640625,0.9579606621393096,0.9859497323437568,0.25983114322260037,0.9898558370626561,0.29314208733857106
158,0.125,1.0,12.0214161566446,13.787182866163388,17712.876953125,0.952369015817382,0.9807980609542618,0.25834134524354313,0.984180284827755,0.3023013550883228
159,0.125,1.0,19.054754275647007,29.939170124509168,34048.0625,0.967740911174675,0.99113347389698,0.26304204320483315,1.0020881201147096,0.2723828784544956
160,0.125,1.0,12.869722632728903,22.61635093719069,26763.23828125,0.9584991072376634,0.9862924135059206,0.2616487664354327,0.9967802762368366,0.2816701673876508
161,0.125,1.0,12.6588871169731,21.845886649814336,24736.86328125,0.9648877588980116,0.98563344128254,0.2611177503845063,0.994757311125479,0.2851127109801452
162,0.125,1.0,18.1076904880827,20.336020854473603,25799.013671875,0.9570514564517186,0.9854032738662852,0.2613573144619198,0.9956699573057528,0.2834743981544553
163,0.125,1.0,10.863631341962876,18.77973031134764,21155.4296875,0.9581221916762738,0.9873126084684896,0.25994801508416443,0.9903010735070744,0.2925437425011026
164,0.125,1.0,18.76847073448084,22.065156119746423,25736.400390625,0.958463451455239,0.988381232697024,0.26134669487692663,0.9956295008074968,0.283553823407209
165,0.125,1.0,10.249961752453522,16.67343846326145,18437.697265625,0.9595320664257426,0.9904599972283274,0.25876716599087896,0.985802496649883,0.29981897120534945
166,0.125,1.0,12.806862875248456,18.4666416943814,20801.197265625,0.9582459644930634,0.9900758789827312,0.2597891164132948,0.9896957312262722,0.2934962654578318
167,0.125,1.0,14.992611810776058,12.747318298443354,16440.44921875,0.9493548680333452,0.985636569068746,0.2575508838621682,0.9811689336763024,0.3069104001237705
168,0.125,1.0,16.3998680381276,30.025278305870525,32960.484375,0.9635692062435302,0.9891171766336232,0.2628819140972778,1.0014780903475637,0.2734889210950898
169,0.125,1.0,11.341746167937446,15.394869268098914,18169.462890625,0.9529916272300036,0.9825952713183292,0.25860690395367825,0.9851919604723672,0.30074617755557026
170,0.125,1.0,10.336627529799369,11.230337627657969,14214.974609375,0.9470621467051864,0.9839499326195824,0.2560384834719276,0.9754072750248877,0.3157748180970391
171,0.125,1.0,12.05327761691392,18.719869727276336,22599.14453125,0.9582302082179104,0.9916537024829708,0.26044999250123474,0.9922134126908919,0.2893592545594353
172,0.125,1.0,20.607027359871086,34.80235995404995,38736.16796875,0.9702628590080372,0.9892932579514448,0.2636808598434642,1.0045217636368795,0.26802637636743726
173,0.125,1.0,11.5257592747609,20.73135531856147,24011.87109375,0.9597638686716604,0.9853813451378572,0.26091187270906036,0.993972997065842,0.2864439949982804
174,0.125,1.0,11.296278507373476,14.940512762578214,17975.49609375,0.9525477039537112,0.9882034945319116,0.25850346034148275,0.9847978804476689,0.30136503032426204
175,0.125,1.0,12.713436450166004,24.89580276077352,28335.58984375,0.9666584689362542,0.9947891016913396,0.2620184255675412,0.9981885340965482,0.27926093912767197
176,0.125,1.0,11.581728973459771,12.061420140592888,15391.66796875,0.9510462791447872,0.9865381942567076,0.2569094676227175,0.9787253866836961,0.310741885397495
177,0.125,1.0,13.571267039269149,15.410065531463356,19431.171875,0.9549358097569168,0.984451669783672,0.259179344626787,0.9873727373208273,0.29720576062796245
178,0.125,1.0,12.29177469411022,20.914618163918096,24237.919921875,0.9606202525609696,0.9879304754375068,0.26097306695933864,0.99420612341506,0.2860408753394873
179,0.125,1.0,9.307222796152251,17.883281338547487,20326.46875,0.9578418601979952,0.9875439654641296,0.25963375218361373,0.9891038537949791,0.2945256973852163
180,0.125,1.0,14.683721621013516,19.118968603707163,23486.59375,0.9600958344447832,0.9874152186503116,0.2607154359357711,0.9932246491802018,0.28763293507609405
181,0.125,1.0,19.372864206908343,19.17674908187617,24050.927734375,0.9529536003263888,0.9863739676999356,0.26085028408723493,0.9937383683140517,0.28670417563956047
182,0.125,1.0,16.518549791936927,21.22405365315567,25535.67578125,0.9588587978968608,0.9876568887248726,0.26130442740521276,0.995468478140718,0.28384737393647363
183,0.125,1.0,20.489037173806363,19.33139962777902,24404.578125,0.9526952425181882,0.9845166210469368,0.26094770633238684,0.9941095092667002,0.28606815609316105
184,0.125,1.0,11.92375604846261,21.58287091485985,25617.798828125,0.9662329673826806,0.9938905887055784,0.2613621664805327,0.9956884416140075,0.28354100220561557
185,0.125,1.0,15.03993777950584,12.94363863902764,16741.765625,0.9501365273740876,0.9864537636804336,0.2577362818400189,0.9818752280345501,0.30581859599983674
186,0.125,1.0,10.815067421030491,9.710607159856131,13081.27734375,0.9400782100878676,0.9798832423338496,0.25500346788832723,0.9714642672538757,0.3215339730881531
187,0.125,1.0,10.579171389311526,13.113842716688112,16944.63671875,0.9540014622887734,0.9834614689120532,0.257928404037684,0.9826071390611862,0.30479785203908893
188,0.125,1.0,18.199660426408133,25.45746609320735,30208.75,0.9636906917049992,0.9883923173772065,0.26237231723722126,0.9995367240424339,0.2768591712649965
189,0.125,1.0,12.982104633346458,16.233692234911807,19030.12890625,0.9531570638880787,0.9850306362733304,0.25901191586875155,0.9867348987177329,0.298258568053529
190,0.125,1.0,12.216410194040124,16.496493818357774,20901.705078125,0.9541072173970568,0.9861571642040609,0.2598195175556671,0.9898115477825841,0.2932908854666105
191,0.125,1.0,15.160102667801024,19.245360172493825,22863.515625,0.9610163518055488,0.9866122578404471,0.2605126216475852,0.9924520054373824,0.28891662005590885
192,0.125,1.0,16.598673398198656,25.74946629043641,30658.5703125,0.9616659086319892,0.98405223243956,0.26246722003716655,0.9998982668864299,0.2762453808838571
193,0.125,1.0,20.22271782482248,22.614503033665173,27330.669921875,0.9576865427662148,0.9847179341006344,0.26173613664908635,0.9971131228498247,0.2810086405235356
194,0.125,1.0,10.130741408444273,22.59863580788426,25596.111328125,0.9670484866910276,0.9908684330704912,0.26137423834175294,0.9957344307211826,0.2834967517376131
195,0.125,1.0,16.6532919120211,26.13069132187136,30002.861328125,0.9620744580877724,0.987125799168567,0.262342916746782,0.9994247195817181,0.2770752852115518
196,0.125,1.0,23.16309276712409,20.88027187423591,26006.24609375,0.95760343077993,0.9851861898835376,0.26138110946144,0.9957606070210866,0.2832655404864316
197,0.125,1.0,11.655051123125505,26.707124396360467,28479.40234375,0.9575188995908428,0.9892612078381926,0.26206106647517075,0.9983509794092666,0.2790022957054394
198,0.125,1.0,14.421770001899516,18.42991297882492,22029.2578125,0.9524113512367396,0.987164610066746,0.26022957170803196,0.9913736949955623,0.29070724900541844
199,0.125,1.0,23.096340903215506,11.582778271519402,16645.982421875,0.9381840994410464,0.981481275291748,0.2575397404090235,0.9811264814436582,0.3067601571099117
200,0.125,1.0,16.33595089624197,25.029480507671423,27941.240234375,0.9657893454156058,0.99304860630711,0.2619101593881623,0.997776081962114,0.27993244413478696
1,0.1875,1.5,17.35000707035917,21.135260084371343,25255.103515625,0.934604359097436,0.97917128263583,0.26001294807910014,0.9905484430227448,0.29294902810264284
2,0.1875,1.5,11.087166475510786,18.453751058144785,20472.0078125,0.9333069532056664,0.9837620137244248,0.2582707798810701,0.9839114581772155,0.3038276464465345
3,0.1875,1.5,15.273207569797425,22.658440762474363,25666.4375,0.929505905812701,0.9791504685834714,0.26019075258843816,0.9912258092123456,0.2918541103825091
4,0.1875,1.5,12.154904291518438,20.08741582350869,22389.759765625,0.9310392745799724,0.981459189773283,0.2590868942195358,0.9870205371414285,0.2988124175509014
5,0.1875,1.5,11.737516568954174,28.8557062387013,30627.771484375,0.9430155063303508,0.9843494853151464,0.2615477187956187,0.9963953239372364,0.28312064393488967
6,0.1875,1.5,9.36323654015811,11.435086118786344,14259.96875,0.9182912303870704,0.9754581622854728,0.2541047757637705,0.96804059896615,0.32790888886594305
7,0.1875,1.5,13.651234782468118,20.053586002215653,23480.779296875,0.9410455518104008,0.9831871326223534,0.2594665020580534,0.9884666957123025,0.29642637322733434
8,0.1875,1.5,18.928188174386595,20.14475111755221,24501.05078125,0.9266180144130788,0.96745096668622,0.25972837588543174,0.9894643333834047,0.2947194625598316
9,0.1875,1.5,17.051273061225068,13.839196541747564,17351.982421875,0.92253260431069,0.9687967615882846,0.25629207028408163,0.9763733423834788,0.31540633154148356
10,0.1875,1.5,12.64474233692186,17.398580462602002,21067.287109375,0.9356275112602824,0.980525047144144,0.25848643543521893,0.9847330221607381,0.30247642913762296
11,0.1875,1.5,10.680075067097984,10.410266995510238,13055.2998046875,0.9143346004015824,0.9798355915328012,0.25278443690579183,0.9630106202297245,0.33502586383175476
12,0.1875,1.5,19.70071283341377,18.68983226779888,21928.689453125,0.931269312815058,0.9817963614406188,0.25873060783906987,0.9856632242766347,0.300897048541266
13,0.1875,1.5,14.84979277306075,18.54090005794223,21757.138671875,0.9319953626356507,0.979309166823738,0.2587528903127407,0.9857481118553663,0.30082272265762033
14,0.1875,1.5,10.903665193215144,15.048076538225706,18020.447265625,0.9302472995111964,0.9791207525866754,0.2569282876856595,0.9787970838210215,0.31182887476843235
15,0.1875,1.5,16.839229763559747,21.8153483268319,25640.455078125,0.9315560090053848,0.984026800643996,0.2601489978324679,0.9910667397936083,0.2920963624532666
16,0.1875,1.5,25.06802879734423,25.10012059132241,29596.75,0.9279274545975824,0.9827698801255248,0.26113779147908706,0.9948336599195683,0.2856798350159134
17,0.1875,1.5,21.99515498965789,20.661129180280007,26065.662109375,0.9306283440834692,0.9780843412864522,0.2601841250061492,0.9912005606954319,0.29180806469807796
18,0.1875,1.5,11.708796277265836,19.239182024183773,22122.703125,0.9374130704905528,0.9796745678773586,0.2589795683990004,0.9866116674093136,0.29947642557487053
19,0.1875,1.5,16.48607498300795,21.128497484367085,23765.755859375,0.9345768328834057,0.9855065019948992,0.2595309632032772,0.9887122676636557,0.2959972649209733
20,0.1875,1.5,12.330572282462647,14.354780013345362,17384.09765625,0.9211583009425236,0.9760189173291844,0.2564743316678,0.9770676875351305,0.3144491157626932
21,0.1875,1.5,15.58396595344531,25.48001119237249,28651.970703125,0.9401337224653228,0.980686033618396,0.26102689432113085,0.994411184777616,0.28648486329294276
22,0.1875,1.5,21.624246197091168,23.75688076270149,28828.185546875,0.933465961956156,0.9791739171455704,0.26097832100912927,0.9942261393061074,0.28673501776838534
23,0.1875,1.5,17.6760544156295,19.967010650308765,23399.611328125,0.9340546815582962,0.9805034030140168,0.25936210291693956,0.9880689754931858,0.2970276018572061
24,0.1875,1.5,16.029946280126634,21.934234174897973,25795.912109375,0.9337636526849288,0.975069306901182,0.2602101659511589,0.9912997665916182,0.2917165959677907
25,0.1875,1.5,21.20385814668831,32.25951206240798,35074.83203125,0.9340321062591436,0.98241913279499,0.2623142477919855,0.9993155019879537,0.2779574000772019
26,0.1875,1.5,17.4435138076005,28.15674863931928,32213.271484375,0.9396576890243264,0.9839386681833644,0.2618063916080893,0.9973807669835846,0.28135933960050075
27,0.1875,1.5,11.01522433397307,9.963701500235898,12491.1103515625,0.912865237353653,0.9727971119355618,0.25209965993512723,0.9604018856758464,0.33864374679151704
28,0.1875,1.5,24.33127812196676,19.840340726829485,24677.935546875,0.9289582489055512,0.982284619475718,0.2596974668702877,0.9893465820288954,0.29485243323582927
29,0.1875,1.5,17.046827337033125,21.76126531543913,25847.931640625,0.9322582867537892,0.9801180563978528,0.2602079968196144,0.991291503042091,0.29171797584532705
30,0.1875,1.5,18.25589577813155,16.85415376954552,21507.634765625,0.92657341451099,0.9750096025797182,0.25854242344437145,0.9849463147513714,0.3020435138535751
31,0.1875,1.5,13.476570940144615,23.30438114377887,25503.810546875,0.9395491600544332,0.9818502340787126,0.26017570585530736,0.9911684869974889,0.2919741525314908
32,0.1875,1.5,13.246246334195876,17.301393225708722,20218.5234375,0.9272790790166718,0.979020654185464,0.2580800526621215,0.9831848614782152,0.30493772208419123
33,0.1875,1.5,14.775639541360162,27.84473951611625,32238.76953125,0.9400054829975254,0.9858544523076044,0.26183783040121617,0.9975005365866463,0.28117000911742895
34,0.1875,1.5,12.380826005352484,23.358756550904808,26036.759765625,0.9295730363717504,0.9852928682894702,0.2603531949521373,0.9918446515878191,0.29085317307331154
35,0.1875,1.5,9.59150734529191,22.76546331125748,25400.041015625,0.9444101839392142,0.9869701275415272,0.26020374739144475,0.9912753143696105,0.29183743353595853
36,0.1875,1.5,14.215858396340073,23.22782578855045,25652.68359375,0.9327787490050208,0.988961835577038,0.26020872612155455,0.9912942813995024,0.29175505501680205
37,0.1875,1.5,17.24765753046268,15.99780408007208,19719.7578125,0.9260569910519364,0.9826121031933616,0.257709012702704,0.9817713432022392,0.30709062876753973
38,0.1875,1.5,16.21092652679132,23.048549748136555,25963.775390625,0.9326418796166148,0.989077067407664,0.26026985550602144,0.991527160635148,0.29134246389382024
39,0.1875,1.5,19.525137739615506,20.69025714142987,24505.783203125,0.9311989043182916,0.976920791764722,0.2597286078459818,0.989465217063096,0.2947170755775499
40,0.1875,1.5,14.413145894305762,19.68765469995605,23001.0078125,0.9368378890409644,0.9793143500930528,0.2592709498391288,0.9877217176355705,0.29763409049809764
41,0.1875,1.5,21.543439870490563,27.38191829830016,32149.51953125,0.9379293973761424,0.9806940508140966,0.2617464254769041,0.9971523192915814,0.28172227582334014
42,0.1875,1.5,11.478218644259472,17.164532401724447,20572.0625,0.9282519300436776,0.9769486744962604,0.25828734803788383,0.9839745764259675,0.30370700244150456
43,0.1875,1.5,8.612813971878818,14.349399679263506,17244.2734375,0.9275043633024154,0.9793839817916926,0.25651171836455694,0.9772101163431417,0.3143121448389302
44,0.1875,1.5,11.260935436149174,18.669323071907712,22048.755859375,0.9347915157186094,0.9750749926332474,0.25895206520826813,0.9865068909242991,0.2996480818740167
45,0.1875,1.5,19.1656283020175,25.60676102225761,28585.9609375,0.9281363910401048,0.9830391919612508,0.26096702901337854,0.9941831211837711,0.2868428781702572
46,0.1875,1.5,13.119146730267683,25.184977227577093,28608.021484375,0.9451227314255208,0.9804752251124396,0.26104631757387853,0.9944851798340537,0.28638014089601427
47,0.1875,1.5,14.601371039424684,17.92707066728106,21557.23828125,0.9303380151265715,0.9812071126982428,0.2586634796745398,0.9854074920165703,0.30136849054620357
48,0.1875,1.5,9.55408944917068,11.61422254636147,14240.4365234375,0.9219573720579438,0.9756690900498428,0.25408468076622287,0.9679640448226722,0.32801858804525685
